route_id,from_stop_id,from_stop_name,to_stop_id,to_stop_name,day_type,peak_ind,average_sec,std_sec,p05_sec,p50_sec,p95_sec,ObjectId
Green-B,70125,Warren Street,70121,Washington Street,sunday,offpeak,75.23,38.59,54,67,104.4,478
Green-B,70145,Boston University Central,70143,Boston University West,saturday,offpeak,95.11,87.45,52,91,150,479
Green-D,70170,Newton Centre,70172,Chestnut Hill,weekday,peak,170.79,55.45,146,162,210.9,480
Green-B,70145,Boston University Central,70143,Boston University West,weekday,offpeak,98.17,35.09,54,96,157,481
Green-E,70155,Copley,70239,Prudential,weekday,offpeak,90.97,41.45,69,82,135,482
Green-B,70145,Boston University Central,70143,Boston University West,sunday,offpeak,90.28,31.2,48,89,150,483
Green-D,70170,Newton Centre,70172,Chestnut Hill,sunday,offpeak,165.12,30.29,144,162,198,484
Green-B,70156,Arlington,70158,Boylston,weekday,offpeak,113.74,48.75,72,98,207,485
Green-B,70146,Boston University East,70148,Blandford Street,weekday,peak,71.6,21.97,48,66,114,486
Green-D,70171,Newton Centre,70169,Newton Highlands,saturday,offpeak,92.18,55.15,78,85,108,487
Green-B,70156,Arlington,70158,Boylston,sunday,offpeak,92.05,26.85,66,85,139,488
Green-B,70146,Boston University East,70148,Blandford Street,weekday,offpeak,73.54,22.39,48,66,109,489
Green-D,70171,Newton Centre,70169,Newton Highlands,weekday,offpeak,96.8,61.12,78,90,127,490
Green-B,70156,Arlington,70158,Boylston,saturday,offpeak,97.61,29.05,68,89,154,491
Green-B,70146,Boston University East,70148,Blandford Street,sunday,offpeak,73.91,27.26,48,66,114,492
Green-D,70171,Newton Centre,70169,Newton Highlands,sunday,offpeak,90.34,26.14,78,85,114,493
Green-B,70156,Arlington,70158,Boylston,weekday,peak,132.9,56.5,79,115,246,494
Green-B,70146,Boston University East,70148,Blandford Street,saturday,offpeak,72.82,24.13,48,61,114,495
Green-D,70171,Newton Centre,70169,Newton Highlands,weekday,peak,92.68,21.59,78,90,122.5,496
Green-C,70156,Arlington,70158,Boylston,saturday,offpeak,96.06,30.02,66,88,154,497
Green-D,70172,Chestnut Hill,70174,Reservoir,weekday,offpeak,126.39,27.73,103,120,162,498
Green-B,70147,Boston University East,70145,Boston University Central,weekday,offpeak,43.07,54.78,23,36,78,499
Green-C,70156,Arlington,70158,Boylston,weekday,offpeak,109.76,47.62,70,95,199.85,500
Green-B,70147,Boston University East,70145,Boston University Central,saturday,offpeak,39.57,16.96,23,36,72,501
Green-D,70172,Chestnut Hill,70174,Reservoir,sunday,offpeak,138.66,64.76,102,115,265.3,502
Green-B,70147,Boston University East,70145,Boston University Central,weekday,peak,42.38,21.36,23,36,74.8,503
Green-C,70156,Arlington,70158,Boylston,sunday,offpeak,91.8,29.01,67,85,140,504
Green-D,70172,Chestnut Hill,70174,Reservoir,weekday,peak,127.24,33.77,102,120,163,505
Green-B,70147,Boston University East,70145,Boston University Central,sunday,offpeak,38.48,17.33,19,32,72,506
Green-C,70156,Arlington,70158,Boylston,weekday,peak,127.6,54.51,76,108,238.8,507
Green-B,70149,Blandford Street,70147,Boston University East,saturday,offpeak,113.67,217.4,48,72,197,508
Green-D,70172,Chestnut Hill,70174,Reservoir,saturday,offpeak,181.32,111.58,102,125,461.45,509
Green-D,70156,Arlington,70158,Boylston,sunday,offpeak,92.69,24.51,67,87,141,510
Green-B,70149,Blandford Street,70147,Boston University East,weekday,offpeak,85.21,78.14,48,72,138,511
Green-D,70173,Chestnut Hill,70171,Newton Centre,saturday,offpeak,166.98,60.53,143.25,157.5,198,512
Green-D,70156,Arlington,70158,Boylston,weekday,peak,132.54,57.05,75,116,249,513
Green-B,70149,Blandford Street,70147,Boston University East,sunday,offpeak,96.44,145.29,48,66,161.8,514
Green-D,70173,Chestnut Hill,70171,Newton Centre,weekday,peak,176.02,71.44,144,162,217,515
Green-D,70156,Arlington,70158,Boylston,weekday,offpeak,118.42,53.07,71,103,218,516
Green-B,70149,Blandford Street,70147,Boston University East,weekday,peak,81.16,34.28,48,72,144,517
Green-D,70173,Chestnut Hill,70171,Newton Centre,weekday,offpeak,179.3,73.79,145,167,228,518
Green-D,70173,Chestnut Hill,70171,Newton Centre,sunday,offpeak,173.14,82.67,144,157,196.8,519
Green-D,70174,Reservoir,70176,Beaconsfield,sunday,offpeak,101.45,28.02,66,96,156,520
Green-D,70174,Reservoir,70176,Beaconsfield,saturday,offpeak,107.93,27.86,78,102,168,521
Green-D,70174,Reservoir,70176,Beaconsfield,weekday,peak,101.58,24.23,78,102,127,522
Green-C,70151,Kenmore,70211,Saint Marys Street,weekday,peak,170.29,133.74,112.35,134,693.25,523
Green-D,70174,Reservoir,70176,Beaconsfield,weekday,offpeak,103.53,35.55,78,102,132,524
Green-D,70175,Reservoir,70173,Chestnut Hill,saturday,offpeak,125.61,34.8,102,120,152.65,525
Green-D,70175,Reservoir,70173,Chestnut Hill,sunday,offpeak,130.19,49.48,102,120,163,526
Green-D,70175,Reservoir,70173,Chestnut Hill,weekday,peak,138.53,55.86,108,132,180,527
Green-D,70175,Reservoir,70173,Chestnut Hill,weekday,offpeak,143.54,69.92,108,132,194,528
Green-D,70176,Beaconsfield,70178,Brookline Hills,weekday,peak,114.56,20.12,90,114,144,529
Green-D,70176,Beaconsfield,70178,Brookline Hills,weekday,offpeak,118.01,50.06,90,114,150,530
Green-D,70176,Beaconsfield,70178,Brookline Hills,sunday,offpeak,111.22,18.76,84,109,139,531
Green-D,70176,Beaconsfield,70178,Brookline Hills,saturday,offpeak,115,18.95,90,114,145.9,532
Green-D,70177,Beaconsfield,70175,Reservoir,saturday,offpeak,300.29,243.18,90,156,727,533
Green-D,70177,Beaconsfield,70175,Reservoir,weekday,offpeak,122.82,74.13,84,109,169,534
Green-D,70177,Beaconsfield,70175,Reservoir,sunday,offpeak,291.64,248.85,84,138,711,535
Green-D,70177,Beaconsfield,70175,Reservoir,weekday,peak,117.68,65.37,78,108,156,536
Green-D,70178,Brookline Hills,70180,Brookline Village,saturday,offpeak,71.89,15.77,54,72,96,537
Green-D,70178,Brookline Hills,70180,Brookline Village,weekday,peak,71.91,17.89,54,72,90,538
Green-D,70178,Brookline Hills,70180,Brookline Village,weekday,offpeak,73.35,17.01,54,72,97,539
Green-D,70178,Brookline Hills,70180,Brookline Village,sunday,offpeak,68.96,14.05,49,66,91,540
Green-D,70179,Brookline Hills,70177,Beaconsfield,weekday,offpeak,111.22,64.69,85,108,145,541
Green-D,70179,Brookline Hills,70177,Beaconsfield,saturday,offpeak,113.6,65.11,85,105,144,542
Green-D,70179,Brookline Hills,70177,Beaconsfield,weekday,peak,107.81,21.8,84,103,138,543
Green-D,70179,Brookline Hills,70177,Beaconsfield,sunday,offpeak,106.11,22.48,84,102,139,544
Green-D,70180,Brookline Village,70182,Longwood,sunday,offpeak,88.8,15.89,72,84,120,545
Green-D,70180,Brookline Village,70182,Longwood,weekday,peak,91.76,24.35,77.85,85,126,546
Green-D,70180,Brookline Village,70182,Longwood,saturday,offpeak,90.87,19.3,77,85,120,547
Green-D,70180,Brookline Village,70182,Longwood,weekday,offpeak,92.78,22.43,76,86,132,548
Green-D,70181,Brookline Village,70179,Brookline Hills,weekday,offpeak,75.93,26.42,54,72,107.35,549
Green-D,70181,Brookline Village,70179,Brookline Hills,saturday,offpeak,75.16,56.39,54,72,98,550
Green-D,70181,Brookline Village,70179,Brookline Hills,weekday,peak,74.35,21.64,54,72,102,551
Green-D,70181,Brookline Village,70179,Brookline Hills,sunday,offpeak,71.57,43.94,48,66,91.9,552
Green-C,70150,Kenmore,70152,Hynes Convention Center,weekday,offpeak,121.77,29.3,94,115,170,553
Green-C,70151,Kenmore,70211,Saint Marys Street,weekday,offpeak,174.57,141.81,111,136,704,554
Green-D,70156,Arlington,70158,Boylston,saturday,offpeak,97.93,28.9,68,90,156.15,555
Green-C,70150,Kenmore,70152,Hynes Convention Center,sunday,offpeak,116.69,25.38,94,110,159,556
Green-B,70152,Hynes Convention Center,70154,Copley,sunday,offpeak,106,32.65,80,98,161,557
Green-E,70156,Arlington,70158,Boylston,saturday,offpeak,95.67,29.23,67,88,153,558
Green-C,70150,Kenmore,70152,Hynes Convention Center,weekday,peak,128.25,34.23,97,119,183,559
Green-B,70152,Hynes Convention Center,70154,Copley,saturday,offpeak,112.46,37.04,83,101,184.7,560
Green-E,70156,Arlington,70158,Boylston,weekday,offpeak,108.05,46.35,70,93,196.8,561
Green-C,70150,Kenmore,70152,Hynes Convention Center,saturday,offpeak,122.04,123.44,92,111,166.35,562
Green-D,70150,Kenmore,70152,Hynes Convention Center,weekday,peak,129.33,37.82,97,117,189,563
Green-D,70150,Kenmore,70152,Hynes Convention Center,saturday,offpeak,119.79,25.83,94,113,167,564
Green-D,70150,Kenmore,70152,Hynes Convention Center,sunday,offpeak,117.51,21.87,93,112,159,565
Green-D,70150,Kenmore,70152,Hynes Convention Center,weekday,offpeak,123.88,31.72,95,115,177,566
Green-D,70151,Kenmore,70187,Fenway,weekday,peak,184.9,142.38,112,143,668,567
Green-D,70151,Kenmore,70187,Fenway,saturday,offpeak,200.51,150.52,113.6,153,668.4,568
Green-D,70151,Kenmore,70187,Fenway,weekday,offpeak,187.69,145.91,112,144,671,569
Green-D,70151,Kenmore,70187,Fenway,sunday,offpeak,195.96,147.49,109,150,665.5,570
Green-C,70151,Kenmore,70211,Saint Marys Street,sunday,offpeak,183.56,162.92,108,133,714,571
Green-C,70151,Kenmore,70211,Saint Marys Street,saturday,offpeak,213.46,200.45,108,133,726,572
Green-B,70125,Warren Street,70121,Washington Street,weekday,peak,81.46,43.13,60,73,114,573
Green-B,70152,Hynes Convention Center,70154,Copley,weekday,offpeak,123.07,48.74,84,108,211,574
Green-B,70125,Warren Street,70121,Washington Street,saturday,offpeak,79.16,51.31,54,72,114,575
Green-B,70152,Hynes Convention Center,70154,Copley,weekday,peak,148.91,69.57,89,126,288.9,576
Green-E,70156,Arlington,70158,Boylston,sunday,offpeak,92.34,30.63,66,86,138,577
Green-B,70126,Allston Street,70128,Griggs Street,weekday,peak,28.99,17.56,24,30,36,578
Green-C,70152,Hynes Convention Center,70154,Copley,saturday,offpeak,115.34,42.01,83,102,189,579
Green-E,70156,Arlington,70158,Boylston,weekday,peak,126.38,55.15,74,108,238.3,580
Green-B,70126,Allston Street,70128,Griggs Street,sunday,offpeak,27.14,8.83,19,24,36,581
Green-C,70152,Hynes Convention Center,70154,Copley,weekday,peak,147.33,70,88,123,293.35,582
Green-B,70157,Arlington,70155,Copley,sunday,offpeak,55.79,17.16,43,52,83.75,583
Green-B,70126,Allston Street,70128,Griggs Street,saturday,offpeak,28.21,10.78,21,25,36,584
Green-C,70152,Hynes Convention Center,70154,Copley,weekday,offpeak,121.16,47.83,83,107,205,585
Green-B,70157,Arlington,70155,Copley,saturday,offpeak,60.53,25.18,44,55,94,586
Green-B,70126,Allston Street,70128,Griggs Street,weekday,offpeak,28.04,7.87,23,30,36,587
Green-C,70152,Hynes Convention Center,70154,Copley,sunday,offpeak,107.43,29.63,83,99,157.05,588
Green-B,70157,Arlington,70155,Copley,weekday,offpeak,64.98,24.08,46,59,100,589
Green-D,70152,Hynes Convention Center,70154,Copley,weekday,peak,148.26,72.64,87,123,288.25,590
Green-B,70127,Allston Street,70125,Warren Street,weekday,offpeak,25.32,43.96,16.25,23,54,591
Green-B,70157,Arlington,70155,Copley,weekday,peak,73.84,34.58,48,64,119,592
Green-D,70152,Hynes Convention Center,70154,Copley,weekday,offpeak,126.8,52.02,84,110,224,593
Green-B,70127,Allston Street,70125,Warren Street,saturday,offpeak,24.41,29.83,15.45,18,36,594
Green-C,70157,Arlington,70155,Copley,sunday,offpeak,57.18,16.87,44,54,80,595
Green-D,70152,Hynes Convention Center,70154,Copley,saturday,offpeak,116.28,35.81,84,107,183.55,596
Green-B,70127,Allston Street,70125,Warren Street,weekday,peak,25.08,15.87,16,23,54,597
Green-C,70157,Arlington,70155,Copley,weekday,offpeak,63.52,40.64,45,58,95,598
Green-D,70152,Hynes Convention Center,70154,Copley,sunday,offpeak,110.53,33.01,81,103,168,599
Green-B,70127,Allston Street,70125,Warren Street,sunday,offpeak,22.03,15.16,16.55,18,30,600
Green-C,70157,Arlington,70155,Copley,weekday,peak,70.68,35.26,47,61,118,601
Green-C,70153,Hynes Convention Center,70151,Kenmore,weekday,peak,117.67,48.01,95,112,144.6,602
Green-B,70128,Griggs Street,70130,Harvard Avenue,weekday,offpeak,32.73,13.74,24,30,42,603
Green-C,70157,Arlington,70155,Copley,saturday,offpeak,60.27,30.55,44,55,91,604
Green-C,70153,Hynes Convention Center,70151,Kenmore,sunday,offpeak,113.63,27.59,91,110,145,605
Green-B,70128,Griggs Street,70130,Harvard Avenue,weekday,peak,33.88,15.85,24,30,42,606
Green-D,70157,Arlington,70155,Copley,weekday,peak,71.47,33.59,46,61,125,607
Green-D,70157,Arlington,70155,Copley,weekday,offpeak,64.19,25.28,45,58,100,608
Green-D,70157,Arlington,70155,Copley,sunday,offpeak,58.11,23.37,43,54,85,609
Green-D,70157,Arlington,70155,Copley,saturday,offpeak,60.04,20.66,43.7,55,95,610
Green-E,70157,Arlington,70155,Copley,weekday,peak,73.69,35.98,48,63,124.65,611
Green-E,70157,Arlington,70155,Copley,sunday,offpeak,57.65,18.51,43,53,89,612
Green-E,70157,Arlington,70155,Copley,saturday,offpeak,60.79,23.63,43,55,98,613
Green-E,70157,Arlington,70155,Copley,weekday,offpeak,63.36,46.3,46,57,96,614
Green-B,70158,Boylston,70200,Park Street,saturday,offpeak,50,4.52,42.75,50,56.25,615
Green-B,70158,Boylston,70200,Park Street,sunday,offpeak,51.29,6.84,43.95,51,60.3,616
Green-C,70158,Boylston,70200,Park Street,saturday,offpeak,56.61,17.38,44,54,74.4,617
Green-C,70158,Boylston,70200,Park Street,weekday,offpeak,59.43,24.41,45,56,77,618
Green-C,70158,Boylston,70200,Park Street,sunday,offpeak,56.35,19.29,44,54,72.5,619
Green-C,70158,Boylston,70200,Park Street,weekday,peak,62.09,24.26,46,58,83,620
Green-D,70158,Boylston,70200,Park Street,saturday,offpeak,58.71,22.64,44,55,82,621
Green-D,70158,Boylston,70200,Park Street,sunday,offpeak,58.27,33.18,44,55,73.05,622
Green-D,70158,Boylston,70200,Park Street,weekday,peak,62.83,29.42,46,57,93,623
Green-D,70158,Boylston,70200,Park Street,weekday,offpeak,60.57,27.89,45,56,85,624
Green-E,70158,Boylston,70200,Park Street,weekday,peak,61.96,24.96,46,58,88,625
Green-E,70158,Boylston,70200,Park Street,saturday,offpeak,57.06,21.35,43,54,75,626
Green-E,70158,Boylston,70200,Park Street,weekday,offpeak,58.21,20.08,45,56,76,627
Green-E,70158,Boylston,70200,Park Street,sunday,offpeak,57.91,22.16,44,55,76,628
Green-D,70182,Longwood,70186,Fenway,saturday,offpeak,67.46,23.46,48,60,120,629
Green-D,70182,Longwood,70186,Fenway,weekday,offpeak,65.2,19.16,48,60,96,630
Green-D,70182,Longwood,70186,Fenway,weekday,peak,65.59,22.72,48,60,96,631
Green-D,70182,Longwood,70186,Fenway,sunday,offpeak,64.37,22.46,43,60,108,632
Green-D,70183,Longwood,70181,Brookline Village,weekday,peak,96.93,31.77,78,96,120,633
Green-D,70183,Longwood,70181,Brookline Village,saturday,offpeak,95.69,13.43,78,96,120,634
Green-C,70153,Hynes Convention Center,70151,Kenmore,saturday,offpeak,117.49,55.62,92,110,155,635
Green-D,70183,Longwood,70181,Brookline Village,sunday,offpeak,94.26,26.49,78,91,114,636
Green-B,70128,Griggs Street,70130,Harvard Avenue,sunday,offpeak,30.66,11.1,24,30,37,637
Green-D,70183,Longwood,70181,Brookline Village,weekday,offpeak,98.21,35.06,78,96,122.8,638
Green-C,70153,Hynes Convention Center,70151,Kenmore,weekday,offpeak,118.74,61.36,93,111,151,639
Green-B,70128,Griggs Street,70130,Harvard Avenue,saturday,offpeak,32.52,13.96,24,30,42,640
Green-D,70186,Fenway,70150,Kenmore,weekday,peak,157.85,38.68,106,155,217,641
Green-D,70153,Hynes Convention Center,70151,Kenmore,weekday,offpeak,120.25,68.38,93,111,156,642
Green-B,70129,Griggs Street,70127,Allston Street,sunday,offpeak,21,6.2,17,18,25,643
Green-D,70186,Fenway,70150,Kenmore,saturday,offpeak,140.77,56.25,48,147,230,644
Green-D,70153,Hynes Convention Center,70151,Kenmore,weekday,peak,119.13,61.95,91,110,151,645
Green-B,70129,Griggs Street,70127,Allston Street,saturday,offpeak,22.5,21.33,17,20,30,646
Green-D,70186,Fenway,70150,Kenmore,sunday,offpeak,134.42,55.17,48,143,212,647
Green-D,70153,Hynes Convention Center,70151,Kenmore,saturday,offpeak,148.41,259.25,92,115,229,648
Green-B,70129,Griggs Street,70127,Allston Street,weekday,offpeak,22.9,13.97,18,24,30,649
Green-D,70186,Fenway,70150,Kenmore,weekday,offpeak,156.65,37.28,108,154,217,650
Green-D,70153,Hynes Convention Center,70151,Kenmore,sunday,offpeak,120.92,48.38,89,112,170,651
Green-B,70129,Griggs Street,70127,Allston Street,weekday,peak,22.18,7.45,18,24,30,652
Green-D,70187,Fenway,70183,Longwood,weekday,offpeak,70.43,77.19,48,66,97,653
Green-B,70154,Copley,70156,Arlington,weekday,peak,87.43,37.59,56,79,157.5,654
Green-B,70154,Copley,70156,Arlington,weekday,offpeak,75.69,26.69,53,71,115.3,655
Green-B,70154,Copley,70156,Arlington,saturday,offpeak,68.77,18.94,51,63,100,656
Green-B,70154,Copley,70156,Arlington,sunday,offpeak,65.96,18.35,49,61,93.8,657
Green-C,70154,Copley,70156,Arlington,sunday,offpeak,65.8,16.93,50,61,94,658
Green-C,70154,Copley,70156,Arlington,weekday,peak,84.99,37.88,55,76,158.15,659
Green-C,70154,Copley,70156,Arlington,saturday,offpeak,68.36,23.7,50,62,100,660
Green-C,70154,Copley,70156,Arlington,weekday,offpeak,73.26,24.83,52,68,109,661
Green-D,70154,Copley,70156,Arlington,saturday,offpeak,70.04,22.11,51,66,102,662
Green-D,70154,Copley,70156,Arlington,weekday,offpeak,76.49,27.83,52,71,119,663
Green-D,70154,Copley,70156,Arlington,weekday,peak,85.56,36.37,54,78,149,664
Green-D,70154,Copley,70156,Arlington,sunday,offpeak,66.59,14.91,49,63,91,665
Green-E,70154,Copley,70156,Arlington,sunday,offpeak,66.34,18.2,48,62,95,666
Green-E,70154,Copley,70156,Arlington,saturday,offpeak,67.9,21.3,48.05,62.5,99.95,667
Green-E,70154,Copley,70156,Arlington,weekday,offpeak,73.73,26.11,51,68,112,668
Green-E,70154,Copley,70156,Arlington,weekday,peak,85.73,37.71,55,77,149,669
Green-B,70155,Copley,70153,Hynes Convention Center,weekday,offpeak,99.69,54.39,78,96,126,670
Green-B,70155,Copley,70153,Hynes Convention Center,sunday,offpeak,89.9,13.55,73,88,113,671
Green-B,70155,Copley,70153,Hynes Convention Center,saturday,offpeak,94.46,24.31,75,91,121,672
Green-B,70155,Copley,70153,Hynes Convention Center,weekday,peak,101.62,25.82,80,98,129,673
Green-C,70155,Copley,70153,Hynes Convention Center,weekday,offpeak,97.46,24.76,77,95,123,674
Green-C,70155,Copley,70153,Hynes Convention Center,weekday,peak,100.21,20.83,79,97,127,675
Green-C,70155,Copley,70153,Hynes Convention Center,saturday,offpeak,92.95,16.23,73,90,120.2,676
Green-C,70155,Copley,70153,Hynes Convention Center,sunday,offpeak,90.99,16.35,74,89,112,677
Green-D,70155,Copley,70153,Hynes Convention Center,weekday,offpeak,97.84,28.07,76,94,126,678
Green-D,70155,Copley,70153,Hynes Convention Center,saturday,offpeak,94.76,16.65,73.75,93,122.25,679
Green-D,70155,Copley,70153,Hynes Convention Center,weekday,peak,97.78,23.74,76,95,125,680
Green-D,70155,Copley,70153,Hynes Convention Center,sunday,offpeak,93.43,17.56,74,92,116.6,681
Green-D,70187,Fenway,70183,Longwood,weekday,peak,69.22,34.39,48,66,102,682
Green-D,70187,Fenway,70183,Longwood,sunday,offpeak,63.62,15.58,42,61,90,683
Green-D,70187,Fenway,70183,Longwood,saturday,offpeak,70.05,53.43,48,66,92.9,684
Green-B,70196,Park Street,70159,Boylston,weekday,peak,86.26,49.83,35,77,174,685
Green-B,70196,Park Street,70159,Boylston,sunday,offpeak,54.64,32.56,31,42,114,686
Green-B,70196,Park Street,70159,Boylston,saturday,offpeak,61.47,36.74,33,46,129,687
Green-B,70196,Park Street,70159,Boylston,weekday,offpeak,71.35,56.66,34,53,149,688
Green-C,70197,Park Street,70159,Boylston,weekday,offpeak,74.75,61.3,38,58,155,689
Green-C,70197,Park Street,70159,Boylston,sunday,offpeak,60.63,35.08,37,49,114,690
Green-C,70197,Park Street,70159,Boylston,saturday,offpeak,76.69,195.42,37,51,136,691
Green-C,70197,Park Street,70159,Boylston,weekday,peak,90.54,54.34,41,76,189,692
Green-D,70198,Park Street,70159,Boylston,weekday,offpeak,67.78,58.58,31,48,147,693
Green-D,70198,Park Street,70159,Boylston,sunday,offpeak,52.23,30.1,31,44,102,694
Green-D,70198,Park Street,70159,Boylston,saturday,offpeak,59.34,100.61,31,44,119,695
Green-D,70198,Park Street,70159,Boylston,weekday,peak,76.89,53.21,32,56,167,696
Green-E,70199,Park Street,70159,Boylston,sunday,offpeak,54.16,26.63,38,47,97.3,697
Green-E,70199,Park Street,70159,Boylston,saturday,offpeak,57.52,29.42,38,48,113,698
Green-E,70199,Park Street,70159,Boylston,weekday,offpeak,65.12,67.05,39,50,138,699
Green-E,70199,Park Street,70159,Boylston,weekday,peak,78.83,49.49,40,56,173.8,700
Green-B,70200,Park Street,70201,Government Center,sunday,offpeak,49.73,6.74,42.5,50,59.5,701
Green-B,70200,Park Street,70201,Government Center,saturday,offpeak,51.69,5.08,46.25,50.5,60,702
Green-C,70200,Park Street,70201,Government Center,sunday,offpeak,56.19,21.88,43,53,74,703
Green-C,70200,Park Street,70201,Government Center,weekday,peak,60.56,22.97,45,56,83,704
Green-C,70200,Park Street,70201,Government Center,saturday,offpeak,57.73,25.1,43,53,80.05,705
Green-C,70200,Park Street,70201,Government Center,weekday,offpeak,58.9,46.41,45,55,78,706
Green-D,70200,Park Street,70201,Government Center,sunday,offpeak,57.15,21.12,44,54,74.3,707
Green-D,70200,Park Street,70201,Government Center,weekday,offpeak,57.62,22.19,44,54,78,708
Green-D,70200,Park Street,70201,Government Center,weekday,peak,58.13,21.25,44,54,81,709
Green-D,70200,Park Street,70201,Government Center,saturday,offpeak,58.33,28.37,44,54,77,710
Green-E,70200,Park Street,70201,Government Center,saturday,offpeak,60.08,45.23,43,52,82,711
Green-E,70200,Park Street,70201,Government Center,weekday,offpeak,60,41.28,45,54,80,712
Green-E,70200,Park Street,70201,Government Center,sunday,offpeak,57.61,35.81,43,52,76,713
Green-E,70200,Park Street,70201,Government Center,weekday,peak,59.21,20.72,45,55,83,714
Green-B,70201,Government Center,70203,Haymarket,sunday,offpeak,73,7.35,64.1,76.5,77,715
Green-B,70201,Government Center,70203,Haymarket,saturday,offpeak,77.21,7.59,71.65,75,90.9,716
Green-C,70201,Government Center,70203,Haymarket,saturday,offpeak,91,25.56,54,91,133,717
Green-C,70201,Government Center,70203,Haymarket,sunday,offpeak,87.91,23.21,54,89,122,718
Green-B,70159,Boylston,70157,Arlington,saturday,offpeak,98.23,23.03,80,95,120,719
Green-B,70130,Harvard Avenue,70134,Packards Corner,weekday,offpeak,76.05,17.42,60,72,96,720
Green-B,70159,Boylston,70157,Arlington,weekday,peak,110.59,35.24,85,105,147,721
Green-B,70159,Boylston,70157,Arlington,weekday,offpeak,105.72,57.47,83,101,135,722
Green-B,70159,Boylston,70157,Arlington,sunday,offpeak,94.22,18.87,77,91,117,723
Green-C,70159,Boylston,70157,Arlington,weekday,peak,109.67,33.6,85,103,146,724
Green-C,70159,Boylston,70157,Arlington,sunday,offpeak,98.24,25.98,79,95,119,725
Green-C,70159,Boylston,70157,Arlington,saturday,offpeak,98.56,30.64,79,95,121,726
Green-C,70159,Boylston,70157,Arlington,weekday,offpeak,105.11,46.93,83,101,135,727
Green-B,70130,Harvard Avenue,70134,Packards Corner,weekday,peak,77.3,15.61,60,73,102,728
Green-D,70159,Boylston,70157,Arlington,weekday,peak,107.87,40.7,84,101,138,729
Green-B,70130,Harvard Avenue,70134,Packards Corner,sunday,offpeak,72.1,14.17,60,72,90,730
Green-D,70159,Boylston,70157,Arlington,sunday,offpeak,100.31,29.36,79,97,125,731
Green-B,70130,Harvard Avenue,70134,Packards Corner,saturday,offpeak,73.84,17.34,60,72,96,732
Green-D,70159,Boylston,70157,Arlington,saturday,offpeak,100.15,26.85,80,97,121,733
Green-B,70131,Harvard Avenue,70129,Griggs Street,weekday,offpeak,38.86,22.26,30,36,49,734
Green-D,70159,Boylston,70157,Arlington,weekday,offpeak,106.14,81.95,82,100,135,735
Green-B,70131,Harvard Avenue,70129,Griggs Street,sunday,offpeak,36.85,10.66,30,36,48,736
Green-E,70159,Boylston,70157,Arlington,saturday,offpeak,98.95,20.58,81,96,120,737
Green-B,70131,Harvard Avenue,70129,Griggs Street,weekday,peak,38.62,7.12,30,36,48,738
Green-E,70159,Boylston,70157,Arlington,weekday,peak,107.51,31.02,87,102,138.45,739
Green-B,70131,Harvard Avenue,70129,Griggs Street,saturday,offpeak,38.05,9.92,30,36,50.4,740
Green-E,70159,Boylston,70157,Arlington,weekday,offpeak,103.89,38.54,85,100,131,741
Green-B,70134,Packards Corner,70136,Babcock Street,saturday,offpeak,47.32,11.15,36,48,66,742
Green-E,70159,Boylston,70157,Arlington,sunday,offpeak,98.77,19.39,80,97,119,743
Green-D,70160,Riverside,70162,Woodland,weekday,offpeak,69.07,17.42,54,66,90,744
Green-B,70134,Packards Corner,70136,Babcock Street,weekday,peak,50.76,20.08,36,48,72,745
Green-D,70160,Riverside,70162,Woodland,saturday,offpeak,69.42,28.77,54,66,84,746
Green-B,70134,Packards Corner,70136,Babcock Street,sunday,offpeak,45.52,10.78,36,42,60,747
Green-D,70160,Riverside,70162,Woodland,sunday,offpeak,67.93,18.94,54,66,84,748
Green-D,70160,Riverside,70162,Woodland,weekday,peak,68.72,15.81,54,66,84,749
Green-D,70162,Woodland,70164,Waban,sunday,offpeak,134.2,26.4,90,138,174,750
Green-D,70162,Woodland,70164,Waban,weekday,peak,132.28,28.26,90,132,174,751
Green-D,70162,Woodland,70164,Waban,saturday,offpeak,135.05,26.86,90,138,175,752
Green-D,70162,Woodland,70164,Waban,weekday,offpeak,135.23,28.27,90,138,180,753
Green-D,70163,Woodland,70161,Riverside,sunday,offpeak,104.59,71.16,67,90,180,754
Green-D,70163,Woodland,70161,Riverside,saturday,offpeak,106.16,58.29,72,91,187,755
Green-D,70163,Woodland,70161,Riverside,weekday,peak,126.66,100.02,66,90,325,756
Green-D,70163,Woodland,70161,Riverside,weekday,offpeak,130.35,100,72,96,336,757
Green-D,70164,Waban,70166,Eliot,weekday,peak,100.5,20.35,81,97,126,758
Green-D,70164,Waban,70166,Eliot,weekday,offpeak,106.49,34.15,82,102,163,759
Green-D,70164,Waban,70166,Eliot,sunday,offpeak,101.42,24.53,78,98.5,126,760
Green-D,70164,Waban,70166,Eliot,saturday,offpeak,102.9,87.28,79,98.5,126,761
Green-D,70165,Waban,70163,Woodland,sunday,offpeak,99.37,72.67,78,90,120,762
Green-D,70165,Waban,70163,Woodland,weekday,offpeak,102.41,49.38,78,91,145,763
Green-D,70165,Waban,70163,Woodland,weekday,peak,97.49,42.71,78,90,132,764
Green-D,70165,Waban,70163,Woodland,saturday,offpeak,95.64,48.5,78,90,110,765
Green-D,70166,Eliot,70168,Newton Highlands,weekday,offpeak,118.17,62.2,84,102,204,766
Green-D,70166,Eliot,70168,Newton Highlands,weekday,peak,102.85,31.82,79,97,133,767
