route_id,from_stop_id,from_stop_name,to_stop_id,to_stop_name,day_type,peak_ind,average_sec,std_sec,p05_sec,p50_sec,p95_sec,ObjectId
Green-B,70116,Sutherland Road,70120,Washington Street,saturday,offpeak,83.38,25.85,53.45,78,127,457
Green-B,70116,Sutherland Road,70120,Washington Street,weekday,peak,81.73,27.49,54,72,133,458
Green-B,70116,Sutherland Road,70120,Washington Street,sunday,offpeak,81.44,25.74,48,78,126,459
Green-B,70116,Sutherland Road,70120,Washington Street,weekday,offpeak,83.02,31.41,54,78,127,460
Green-B,70117,Sutherland Road,70115,Chiswick Road,weekday,offpeak,46.34,45.48,30,42,66,461
Green-B,70117,Sutherland Road,70115,Chiswick Road,weekday,peak,46.82,28.41,30,42,72,462
Green-B,70117,Sutherland Road,70115,Chiswick Road,sunday,offpeak,43.38,14.99,30,41.5,66,463
Green-B,70117,Sutherland Road,70115,Chiswick Road,saturday,offpeak,44.46,25.22,30,42,66,464
Green-B,70120,Washington Street,70124,Warren Street,sunday,offpeak,77.23,15.94,60,72,108,465
Green-B,70120,Washington Street,70124,Warren Street,weekday,offpeak,82.64,25.13,60,78,114,466
Green-B,70120,Washington Street,70124,Warren Street,saturday,offpeak,79.8,19.7,60,78,108,467
Green-B,70120,Washington Street,70124,Warren Street,weekday,peak,87.85,24.01,66,84,133,468
Green-B,70121,Washington Street,70117,Sutherland Road,weekday,offpeak,69.09,53.36,54,66,84,469
Green-B,70121,Washington Street,70117,Sutherland Road,weekday,peak,69.85,56.66,54,66,84,470
Green-B,70121,Washington Street,70117,Sutherland Road,sunday,offpeak,63.11,15.67,48,60,78,471
Green-B,70121,Washington Street,70117,Sutherland Road,saturday,offpeak,64.31,11.46,54,61,84,472
Green-B,70124,Warren Street,70126,Allston Street,saturday,offpeak,23.75,6.42,18,24,30,473
Green-B,70124,Warren Street,70126,Allston Street,sunday,offpeak,23.05,5.43,18,24,30,474
Green-B,70124,Warren Street,70126,Allston Street,weekday,peak,24.51,8.21,18,24,31,475
Green-B,70124,Warren Street,70126,Allston Street,weekday,offpeak,23.78,5.82,18,24,30,476
Green-B,70125,Warren Street,70121,Washington Street,weekday,offpeak,81.13,41.36,60,75,114,477
